TempS1;UmiS1;TempS2;UmiS2;Diff;DtGravacao
20,6;78;20,2;76;0,4;2025-08-26 15:00:25
20,6;78;20,2;76;0,4;2025-08-26 15:00:30
20,6;78;20,2;76;0,4;2025-08-26 15:00:35
20,6;78;20,2;76;0,4;2025-08-26 15:00:40
20,6;78;20,2;76;0,4;2025-08-26 15:00:45
20,6;78;20,2;76;0,4;2025-08-26 15:00:50
20,6;78;20,2;76;0,4;2025-08-26 15:00:55
20,6;78;20,2;76;0,4;2025-08-26 15:01:00
20,6;78;20,2;76;0,4;2025-08-26 15:01:05
20,6;78;20,2;76;0,4;2025-08-26 15:01:11
20,6;78;20,2;76;0,4;2025-08-26 15:01:16
20,6;78;20,2;76;0,4;2025-08-26 15:01:21
20,6;78;20,2;76;0,4;2025-08-26 15:01:26
20,6;78;20,2;76;0,4;2025-08-26 15:01:31
20,6;78;20,2;76;0,4;2025-08-26 15:01:36
20,6;78;20,2;76;0,4;2025-08-26 15:01:41
20,6;78;20,2;76;0,4;2025-08-26 15:01:46
20,6;78;20,2;76;0,4;2025-08-26 15:01:51
20,6;78;20,2;76;0,4;2025-08-26 15:01:56
20,6;78;20,2;76;0,4;2025-08-26 15:02:02
20,6;78;20,2;76;0,4;2025-08-26 15:02:07
20,6;78;20,2;77;0,4;2025-08-26 15:02:12
20,6;78;20,2;77;0,4;2025-08-26 15:02:17
20,6;78;20,2;77;0,4;2025-08-26 15:02:22
20,6;78;20,2;77;0,4;2025-08-26 15:02:27
20,6;78;20,2;76;0,4;2025-08-26 15:02:32
20,6;78;20,2;76;0,4;2025-08-26 15:02:37
20,6;78;20,2;77;0,4;2025-08-26 15:02:42
20,6;78;20,2;77;0,4;2025-08-26 15:02:47
20,6;78;20,2;76;0,4;2025-08-26 15:02:53
20,6;78;20,2;76;0,4;2025-08-26 15:02:58
20,6;78;20,2;76;0,4;2025-08-26 15:03:03
20,6;78;20,2;76;0,4;2025-08-26 15:03:08
20,6;78;20,2;76;0,4;2025-08-26 15:03:13
20,6;78;20,2;76;0,4;2025-08-26 15:03:18
20,6;78;20,2;76;0,4;2025-08-26 15:03:23
20,6;78;20,2;77;0,4;2025-08-26 15:03:28
20,6;78;20,2;77;0,4;2025-08-26 15:03:33
20,6;78;20,2;77;0,4;2025-08-26 15:03:38
20,6;78;20,2;77;0,4;2025-08-26 15:03:44
20,6;78;20,2;77;0,4;2025-08-26 15:03:49
20,6;78;20,2;77;0,4;2025-08-26 15:03:54
20,6;78;20,2;77;0,4;2025-08-26 15:03:59
20,6;78;20,2;76;0,4;2025-08-26 15:04:04
20,6;78;20,2;77;0,4;2025-08-26 15:04:09
20,6;78;20,2;77;0,4;2025-08-26 15:04:14
20,6;78;20,2;77;0,4;2025-08-26 15:04:19
20,6;78;20,2;77;0,4;2025-08-26 15:04:24
20,6;78;20,2;77;0,4;2025-08-26 15:04:29
20,6;78;20,2;77;0,4;2025-08-26 15:04:35
20,6;78;20,2;77;0,4;2025-08-26 15:04:40
20,6;78;20,2;77;0,4;2025-08-26 15:04:45
20,6;78;20,2;77;0,4;2025-08-26 15:04:50
20,6;78;20,2;77;0,4;2025-08-26 15:04:55
20,6;78;20,2;76;0,4;2025-08-26 15:05:00
20,6;78;20,2;76;0,4;2025-08-26 15:05:05
20,6;78;20,2;76;0,4;2025-08-26 15:05:10
20,6;78;20,2;76;0,4;2025-08-26 15:05:15
20,6;78;20,2;76;0,4;2025-08-26 15:05:20
20,6;78;20,2;76;0,4;2025-08-26 15:05:26
20,6;78;20,2;76;0,4;2025-08-26 15:05:31
20,6;78;20,2;76;0,4;2025-08-26 15:05:36
20,6;78;20,2;76;0,4;2025-08-26 15:05:41
20,6;78;20,2;76;0,4;2025-08-26 15:05:46
20,6;78;20,2;76;0,4;2025-08-26 15:05:51
20,6;78;20,2;76;0,4;2025-08-26 15:05:56
20,6;78;20,2;76;0,4;2025-08-26 15:06:01
20,6;78;20,2;76;0,4;2025-08-26 15:06:06
20,6;78;20,2;76;0,4;2025-08-26 15:06:11
20,6;78;20,2;76;0,4;2025-08-26 15:06:17
20,6;78;20,2;76;0,4;2025-08-26 15:06:22
20,6;78;20,2;76;0,4;2025-08-26 15:06:27
20,6;78;20,2;76;0,4;2025-08-26 15:06:32
20,6;78;20,2;76;0,4;2025-08-26 15:06:37
20,6;78;20,2;76;0,4;2025-08-26 15:06:42
20,6;78;20,2;76;0,4;2025-08-26 15:06:47
20,6;78;20,2;76;0,4;2025-08-26 15:06:52
20,6;78;20,2;76;0,4;2025-08-26 15:06:57
20,6;78;20,2;76;0,4;2025-08-26 15:07:02
20,6;78;20,2;76;0,4;2025-08-26 15:07:08
20,6;78;20,2;76;0,4;2025-08-26 15:07:13
20,6;78;20,2;76;0,4;2025-08-26 15:07:18
20,6;78;20,2;76;0,4;2025-08-26 15:07:23
20,6;78;20,2;76;0,4;2025-08-26 15:07:28
20,6;78;20,2;76;0,4;2025-08-26 15:07:33
20,6;77;20,2;76;0,4;2025-08-26 15:07:38
20,6;78;20,2;75;0,4;2025-08-26 15:07:43
20,6;78;20,2;75;0,4;2025-08-26 15:07:48
20,6;78;20,2;75;0,4;2025-08-26 15:07:53
20,6;78;20,2;75;0,4;2025-08-26 15:07:59
20,6;77;20,2;75;0,4;2025-08-26 15:08:04
20,6;77;20,2;75;0,4;2025-08-26 15:08:09
20,6;77;20,2;75;0,4;2025-08-26 15:08:14
20,6;77;20,2;75;0,4;2025-08-26 15:08:19
20,6;77;20,2;75;0,4;2025-08-26 15:08:24
20,6;77;20,2;75;0,4;2025-08-26 15:08:29
20,6;77;20,2;75;0,4;2025-08-26 15:08:34
20,6;77;20,2;75;0,4;2025-08-26 15:08:39
20,6;77;20,2;75;0,4;2025-08-26 15:08:44
20,6;77;20,2;75;0,4;2025-08-26 15:08:49
20,6;77;20,2;75;0,4;2025-08-26 15:08:55
20,6;77;20,2;75;0,4;2025-08-26 15:09:00
20,6;77;20,2;75;0,4;2025-08-26 15:09:05
20,6;77;20,2;75;0,4;2025-08-26 15:09:10
20,6;77;20,2;75;0,4;2025-08-26 15:09:15
20,6;77;20,2;75;0,4;2025-08-26 15:09:20
20,6;77;20,2;75;0,4;2025-08-26 15:09:25
20,6;77;20,2;75;0,4;2025-08-26 15:09:30
20,6;77;20,2;75;0,4;2025-08-26 15:09:35
20,6;77;20,2;75;0,4;2025-08-26 15:09:41
20,6;77;20,2;75;0,4;2025-08-26 15:09:46
20,6;77;20,2;75;0,4;2025-08-26 15:09:51
20,6;77;20,2;75;0,4;2025-08-26 15:09:56
20,6;77;20,2;75;0,4;2025-08-26 15:10:01
20,6;77;20,2;75;0,4;2025-08-26 15:10:06
20,6;77;20,2;75;0,4;2025-08-26 15:10:11
20,6;77;20,2;75;0,4;2025-08-26 15:10:16
20,6;77;20,2;75;0,4;2025-08-26 15:10:21
20,6;77;20,2;75;0,4;2025-08-26 15:10:26
20,6;77;20,2;75;0,4;2025-08-26 15:10:32
20,6;77;20,2;75;0,4;2025-08-26 15:10:37
20,6;77;20,2;75;0,4;2025-08-26 15:10:42
20,6;77;20,2;75;0,4;2025-08-26 15:10:47
20,6;77;20,2;75;0,4;2025-08-26 15:10:52
20,6;77;20,2;75;0,4;2025-08-26 15:10:57
20,6;77;20,2;75;0,4;2025-08-26 15:11:02
20,6;77;20,2;76;0,4;2025-08-26 15:11:07
20,6;77;20,2;76;0,4;2025-08-26 15:11:12
20,6;77;20,2;76;0,4;2025-08-26 15:11:17
20,6;77;20,2;76;0,4;2025-08-26 15:11:23
20,6;77;20,2;76;0,4;2025-08-26 15:11:28
20,6;77;20,2;76;0,4;2025-08-26 15:11:33
20,6;77;20,2;76;0,4;2025-08-26 15:11:38
20,6;77;20,2;76;0,4;2025-08-26 15:11:43
20,6;77;20,2;76;0,4;2025-08-26 15:11:48
20,6;77;20,2;76;0,4;2025-08-26 15:11:53
20,6;77;20,2;76;0,4;2025-08-26 15:11:58
20,6;77;20,2;76;0,4;2025-08-26 15:12:03
20,6;77;20,2;75;0,4;2025-08-26 15:12:08
20,6;77;20,2;75;0,4;2025-08-26 15:12:14
20,6;77;20,2;75;0,4;2025-08-26 15:12:19
20,6;77;20,2;75;0,4;2025-08-26 15:12:24
20,6;77;20,2;75;0,4;2025-08-26 15:12:29
20,6;77;20,2;75;0,4;2025-08-26 15:12:34
20,6;77;20,2;75;0,4;2025-08-26 15:12:39
20,6;77;20,2;75;0,4;2025-08-26 15:12:44
20,6;77;20,2;75;0,4;2025-08-26 15:12:49
20,6;77;20,2;75;0,4;2025-08-26 15:12:54
20,6;77;20,2;75;0,4;2025-08-26 15:12:59
20,6;77;20,2;75;0,4;2025-08-26 15:13:05
20,6;77;20,2;75;0,4;2025-08-26 15:13:10
20,6;77;20,2;75;0,4;2025-08-26 15:13:15
20,6;77;20,2;75;0,4;2025-08-26 15:13:20
20,6;77;20,2;75;0,4;2025-08-26 15:13:25
20,6;77;20,2;75;0,4;2025-08-26 15:13:30
20,6;77;20,2;75;0,4;2025-08-26 15:13:35
20,6;77;20,2;75;0,4;2025-08-26 15:13:40
20,6;76;20,2;75;0,4;2025-08-26 15:13:45
20,6;76;20,2;75;0,4;2025-08-26 15:13:50
20,6;76;20,2;75;0,4;2025-08-26 15:13:56
20,6;76;20,2;75;0,4;2025-08-26 15:14:01
20,6;76;20,2;75;0,4;2025-08-26 15:14:06
20,6;76;20,2;75;0,4;2025-08-26 15:14:11
20,6;76;20,2;75;0,4;2025-08-26 15:14:16
20,6;76;20,2;75;0,4;2025-08-26 15:14:21
20,6;76;20,2;75;0,4;2025-08-26 15:14:26
20,6;76;20,2;75;0,4;2025-08-26 15:14:31
20,6;76;20,2;75;0,4;2025-08-26 15:14:36
20,6;76;20,2;75;0,4;2025-08-26 15:14:41
20,6;77;20,2;75;0,4;2025-08-26 15:14:47
20,6;77;20,2;75;0,4;2025-08-26 15:14:52
20,6;77;20,2;75;0,4;2025-08-26 15:14:57
20,6;77;20,2;75;0,4;2025-08-26 15:15:02
20,6;77;20,2;75;0,4;2025-08-26 15:15:07
20,6;77;20,2;75;0,4;2025-08-26 15:15:12
20,6;77;20,2;75;0,4;2025-08-26 15:15:17
20,6;77;20,2;75;0,4;2025-08-26 15:15:22
20,6;77;20,2;75;0,4;2025-08-26 15:15:27
20,6;77;20,2;75;0,4;2025-08-26 15:15:32
20,6;76;20,2;75;0,4;2025-08-26 15:15:38
20,6;76;20,2;75;0,4;2025-08-26 15:15:43
20,6;76;20,2;75;0,4;2025-08-26 15:15:48
20,6;76;20,2;75;0,4;2025-08-26 15:15:53
20,6;76;20,2;75;0,4;2025-08-26 15:15:58
20,6;77;20,2;75;0,4;2025-08-26 15:16:03
20,6;76;20,2;75;0,4;2025-08-26 15:16:08
20,6;76;20,2;75;0,4;2025-08-26 15:16:13
20,6;76;20,2;75;0,4;2025-08-26 15:16:18
20,6;76;20,2;75;0,4;2025-08-26 15:16:23
20,6;76;20,2;75;0,4;2025-08-26 15:16:29
20,6;76;20,2;75;0,4;2025-08-26 15:16:34
20,6;76;20,2;75;0,4;2025-08-26 15:16:39
20,6;76;20,2;75;0,4;2025-08-26 15:16:44
20,6;76;20,2;74;0,4;2025-08-26 15:16:49
20,6;76;20,2;74;0,4;2025-08-26 15:16:54
20,6;76;20,2;74;0,4;2025-08-26 15:16:59
20,6;76;20,2;74;0,4;2025-08-26 15:17:04
20,6;76;20,2;74;0,4;2025-08-26 15:17:09
20,6;76;20,2;74;0,4;2025-08-26 15:17:14
20,6;76;20,2;74;0,4;2025-08-26 15:17:20
20,6;76;20,2;74;0,4;2025-08-26 15:17:25
20,6;76;20,2;74;0,4;2025-08-26 15:17:30
20,6;76;20,2;74;0,4;2025-08-26 15:17:35
20,6;76;20,2;74;0,4;2025-08-26 15:17:40
20,6;76;20,2;74;0,4;2025-08-26 15:17:45
20,6;76;20,2;74;0,4;2025-08-26 15:17:50
20,6;76;20,2;74;0,4;2025-08-26 15:17:55
20,6;76;20,2;74;0,4;2025-08-26 15:18:00
20,6;76;20,2;74;0,4;2025-08-26 15:18:05
20,6;76;20,2;74;0,4;2025-08-26 15:18:11
20,6;76;20,2;74;0,4;2025-08-26 15:18:16
20,6;76;20,2;74;0,4;2025-08-26 15:18:21
20,6;76;20,2;74;0,4;2025-08-26 15:18:26
20,6;76;20,2;74;0,4;2025-08-26 15:18:31
20,6;76;20,2;74;0,4;2025-08-26 15:18:36
20,6;76;20,2;74;0,4;2025-08-26 15:18:41
20,6;76;20,2;74;0,4;2025-08-26 15:18:46
20,6;76;20,2;74;0,4;2025-08-26 15:18:51
20,6;76;20,2;74;0,4;2025-08-26 15:18:56
20,6;76;20,2;74;0,4;2025-08-26 15:19:02
20,6;76;20,2;74;0,4;2025-08-26 15:19:07
20,6;76;20,2;74;0,4;2025-08-26 15:19:12
20,6;76;20,2;74;0,4;2025-08-26 15:19:17
20,6;76;20,2;74;0,4;2025-08-26 15:19:22
20,6;76;20,2;74;0,4;2025-08-26 15:19:27
20,6;76;20,2;74;0,4;2025-08-26 15:19:32
20,6;76;20,2;74;0,4;2025-08-26 15:19:37
20,6;76;20,2;74;0,4;2025-08-26 15:19:42
20,6;76;20,2;74;0,4;2025-08-26 15:19:47
20,6;76;20,2;74;0,4;2025-08-26 15:19:53
20,6;76;20,2;74;0,4;2025-08-26 15:19:58
20,6;76;20,2;74;0,4;2025-08-26 15:20:03
20,6;76;20,2;74;0,4;2025-08-26 15:20:08
20,6;76;20,2;74;0,4;2025-08-26 15:20:13
20,6;76;20,2;74;0,4;2025-08-26 15:20:18
20,6;76;20,2;74;0,4;2025-08-26 15:20:23
20,6;76;20,2;74;0,4;2025-08-26 15:20:28
20,6;76;20,2;74;0,4;2025-08-26 15:20:33
20,6;76;20,2;74;0,4;2025-08-26 15:20:38
20,6;76;20,2;74;0,4;2025-08-26 15:20:44
20,6;76;20,2;74;0,4;2025-08-26 15:20:49
20,6;76;20,2;74;0,4;2025-08-26 15:20:54
20,6;76;20,2;74;0,4;2025-08-26 15:20:59
20,6;76;20,2;74;0,4;2025-08-26 15:21:04
20,6;76;20,2;74;0,4;2025-08-26 15:21:09
20,6;76;20,2;74;0,4;2025-08-26 15:21:14
20,6;76;20,2;74;0,4;2025-08-26 15:21:19
20,6;76;20,2;74;0,4;2025-08-26 15:21:24
20,6;76;20,2;74;0,4;2025-08-26 15:21:29
20,6;76;20,2;74;0,4;2025-08-26 15:21:35
20,6;76;20,2;74;0,4;2025-08-26 15:21:40
20,6;76;20,2;74;0,4;2025-08-26 15:21:45
20,6;76;20,2;74;0,4;2025-08-26 15:21:50
20,6;76;20,2;74;0,4;2025-08-26 15:21:55
20,6;76;20,2;74;0,4;2025-08-26 15:22:00
20,6;76;20,2;74;0,4;2025-08-26 15:22:05
20,6;76;20,2;74;0,4;2025-08-26 15:22:10
20,6;76;20,2;74;0,4;2025-08-26 15:22:15
20,6;76;20,2;74;0,4;2025-08-26 15:22:21
20,6;76;20,2;74;0,4;2025-08-26 15:22:26
20,6;76;20,2;74;0,4;2025-08-26 15:22:31
20,6;76;20,2;74;0,4;2025-08-26 15:22:36
20,6;76;20,2;74;0,4;2025-08-26 15:22:41
20,6;76;20,2;74;0,4;2025-08-26 15:22:46
20,6;76;20,2;74;0,4;2025-08-26 15:22:51
20,6;76;20,2;74;0,4;2025-08-26 15:22:56
20,6;76;20,2;74;0,4;2025-08-26 15:23:01
20,6;76;20,2;74;0,4;2025-08-26 15:23:06
20,6;76;20,2;74;0,4;2025-08-26 15:23:12
20,6;76;20,2;74;0,4;2025-08-26 15:23:17
20,6;76;20,2;74;0,4;2025-08-26 15:23:22
20,6;76;20,2;74;0,4;2025-08-26 15:23:27
20,6;76;20,2;74;0,4;2025-08-26 15:23:32
20,6;76;20,2;74;0,4;2025-08-26 15:23:37
20,6;76;20,2;74;0,4;2025-08-26 15:23:42
20,6;76;20,2;74;0,4;2025-08-26 15:23:47
20,6;76;20,2;74;0,4;2025-08-26 15:23:52
20,6;76;20,2;74;0,4;2025-08-26 15:23:58
20,6;76;20,2;74;0,4;2025-08-26 15:24:03
20,6;76;20,2;74;0,4;2025-08-26 15:24:08
20,6;76;20,2;74;0,4;2025-08-26 15:24:13
20,6;76;20,2;74;0,4;2025-08-26 15:24:18
20,6;76;20,2;74;0,4;2025-08-26 15:24:23
20,6;76;20,2;74;0,4;2025-08-26 15:24:28
20,6;76;20,2;74;0,4;2025-08-26 15:24:33
20,6;76;20,2;74;0,4;2025-08-26 15:24:38
20,6;76;20,2;74;0,4;2025-08-26 15:24:43
20,6;76;20,2;74;0,4;2025-08-26 15:24:49
20,6;76;20,2;74;0,4;2025-08-26 15:24:54
20,6;76;20,2;74;0,4;2025-08-26 15:24:59
20,6;76;20,2;74;0,4;2025-08-26 15:25:04
20,6;76;20,2;74;0,4;2025-08-26 15:25:09
20,6;76;20,2;74;0,4;2025-08-26 15:25:14
20,6;76;20,2;74;0,4;2025-08-26 15:25:19
20,6;76;20,2;74;0,4;2025-08-26 15:25:24
20,6;76;20,2;74;0,4;2025-08-26 15:25:29
20,6;76;20,2;74;0,4;2025-08-26 15:25:34
20,6;76;20,2;74;0,4;2025-08-26 15:25:40
20,6;76;20,2;74;0,4;2025-08-26 15:25:45
20,6;76;20,2;74;0,4;2025-08-26 15:25:50
20,6;76;20,2;74;0,4;2025-08-26 15:25:55
20,6;76;20,2;74;0,4;2025-08-26 15:26:00
20,6;76;20,2;74;0,4;2025-08-26 15:26:05
20,6;76;20,2;74;0,4;2025-08-26 15:26:10
20,6;76;20,2;74;0,4;2025-08-26 15:26:15
20,6;76;20,2;74;0,4;2025-08-26 15:26:21
20,6;76;20,2;74;0,4;2025-08-26 15:26:26
20,6;76;20,2;74;0,4;2025-08-26 15:26:31
20,6;76;20,2;74;0,4;2025-08-26 15:26:36
20,6;76;20,2;74;0,4;2025-08-26 15:26:41
20,6;76;20,2;74;0,4;2025-08-26 15:26:46
20,6;76;20,4;74;0,2;2025-08-26 15:26:51
20,6;76;20,6;74;0;2025-08-26 15:26:56
20,6;75;20,6;74;0;2025-08-26 15:27:02
20,6;75;20,6;74;0;2025-08-26 15:27:07
20,6;75;20,6;74;0;2025-08-26 15:27:12
20,7;75;20,6;74;0,1;2025-08-26 15:27:17
20,8;75;20,6;74;0,2;2025-08-26 15:27:22
21;74;20,6;74;0,4;2025-08-26 15:27:27
21;74;20,6;74;0,4;2025-08-26 15:27:32
21;74;20,6;74;0,4;2025-08-26 15:27:37
21;74;20,6;74;0,4;2025-08-26 15:27:42
21;74;20,6;74;0,4;2025-08-26 15:27:47
21;74;20,6;74;0,4;2025-08-26 15:27:52
21;74;20,6;74;0,4;2025-08-26 15:27:58
21;74;20,6;74;0,4;2025-08-26 15:28:03
21;74;20,6;74;0,4;2025-08-26 15:28:08
21;74;20,6;74;0,4;2025-08-26 15:28:13
21;74;20,6;74;0,4;2025-08-26 15:28:18
21;74;20,6;74;0,4;2025-08-26 15:28:23
21;74;20,6;74;0,4;2025-08-26 15:28:28
21;74;20,6;74;0,4;2025-08-26 15:28:33
21;74;20,6;74;0,4;2025-08-26 15:28:38
21;74;20,6;74;0,4;2025-08-26 15:28:44
21;74;20,6;74;0,4;2025-08-26 15:28:49
21;74;20,6;74;0,4;2025-08-26 15:28:54
21;74;20,6;74;0,4;2025-08-26 15:28:59
21;74;20,6;74;0,4;2025-08-26 15:29:04
21;74;20,6;74;0,4;2025-08-26 15:29:09
21;74;20,6;74;0,4;2025-08-26 15:29:14
21;74;20,6;74;0,4;2025-08-26 15:29:19
21;74;20,6;74;0,4;2025-08-26 15:29:24
21;74;20,6;74;0,4;2025-08-26 15:29:29
21;74;20,6;74;0,4;2025-08-26 15:29:35
21;74;20,6;74;0,4;2025-08-26 15:29:40
21;74;20,6;74;0,4;2025-08-26 15:29:45
21;74;20,6;74;0,4;2025-08-26 15:29:50
21;74;20,6;74;0,4;2025-08-26 15:29:55
21;74;20,6;73;0,4;2025-08-26 15:30:00
21;74;20,6;73;0,4;2025-08-26 15:30:05
21;74;20,6;73;0,4;2025-08-26 15:30:10
21;74;20,6;73;0,4;2025-08-26 15:30:15
21;74;20,6;73;0,4;2025-08-26 15:30:20
21;74;20,6;73;0,4;2025-08-26 15:30:25
21;74;20,6;73;0,4;2025-08-26 15:30:31
21;74;20,6;73;0,4;2025-08-26 15:30:36
21;74;20,6;73;0,4;2025-08-26 15:30:41
21;74;20,6;73;0,4;2025-08-26 15:30:46
21;74;20,6;73;0,4;2025-08-26 15:30:51
21;74;20,6;73;0,4;2025-08-26 15:30:56
21;74;20,6;73;0,4;2025-08-26 15:31:01
21;74;20,6;73;0,4;2025-08-26 15:31:06
21;74;20,6;73;0,4;2025-08-26 15:31:11
21;74;20,6;73;0,4;2025-08-26 15:31:17
21;74;20,6;73;0,4;2025-08-26 15:31:22
21;74;20,6;73;0,4;2025-08-26 15:31:27
21;74;20,6;73;0,4;2025-08-26 15:31:32
21;74;20,6;73;0,4;2025-08-26 15:31:37
21;74;20,6;73;0,4;2025-08-26 15:31:42
21;74;20,6;73;0,4;2025-08-26 15:31:47
21;74;20,6;73;0,4;2025-08-26 15:31:52
21;74;20,6;73;0,4;2025-08-26 15:31:57
21;74;20,6;73;0,4;2025-08-26 15:32:03
21;74;20,6;73;0,4;2025-08-26 15:32:08
21;74;20,6;73;0,4;2025-08-26 15:32:13
21;74;20,6;73;0,4;2025-08-26 15:32:18
21;74;20,6;73;0,4;2025-08-26 15:32:23
21;74;20,6;73;0,4;2025-08-26 15:32:29
21;74;20,6;73;0,4;2025-08-26 15:32:34
21;74;20,6;73;0,4;2025-08-26 15:32:39
21;74;20,6;73;0,4;2025-08-26 15:32:44
21;74;20,6;73;0,4;2025-08-26 15:32:49
21;74;20,6;73;0,4;2025-08-26 15:32:54
21;74;20,6;73;0,4;2025-08-26 15:32:59
21;74;20,6;73;0,4;2025-08-26 15:33:04
21;74;20,6;73;0,4;2025-08-26 15:33:09
21;74;20,6;73;0,4;2025-08-26 15:33:14
21;74;20,6;73;0,4;2025-08-26 15:33:20
21;74;20,6;73;0,4;2025-08-26 15:33:25
21;74;20,6;73;0,4;2025-08-26 15:33:30
21;73;20,6;73;0,4;2025-08-26 15:33:35
21;73;20,6;73;0,4;2025-08-26 15:33:40
21;73;20,6;73;0,4;2025-08-26 15:33:45
21;73;20,6;73;0,4;2025-08-26 15:33:50
21;73;20,6;73;0,4;2025-08-26 15:33:55
21;73;20,6;73;0,4;2025-08-26 15:34:00
21;73;20,6;73;0,4;2025-08-26 15:34:05
21;73;20,6;73;0,4;2025-08-26 15:34:11
21;73;20,6;73;0,4;2025-08-26 15:34:16
21;73;20,6;73;0,4;2025-08-26 15:34:21
21;73;20,6;73;0,4;2025-08-26 15:34:26
21;73;20,6;73;0,4;2025-08-26 15:34:31
21;73;20,6;73;0,4;2025-08-26 15:34:36
21;73;20,6;73;0,4;2025-08-26 15:34:41
21;73;20,6;73;0,4;2025-08-26 15:34:46
21;73;20,6;73;0,4;2025-08-26 15:34:51
21;73;20,6;73;0,4;2025-08-26 15:34:56
21;73;20,6;73;0,4;2025-08-26 15:35:01
21;73;20,6;73;0,4;2025-08-26 15:35:07
21;73;20,6;73;0,4;2025-08-26 15:35:12
21;73;20,6;73;0,4;2025-08-26 15:35:17
21;73;20,6;73;0,4;2025-08-26 15:35:22
21;73;20,6;73;0,4;2025-08-26 15:35:27
21;73;20,6;73;0,4;2025-08-26 15:35:32
21;73;20,6;73;0,4;2025-08-26 15:35:37
21;73;20,6;73;0,4;2025-08-26 15:35:42
21;73;20,6;73;0,4;2025-08-26 15:35:47
21;73;20,6;73;0,4;2025-08-26 15:35:52
21;73;20,6;73;0,4;2025-08-26 15:35:57
21;73;20,6;73;0,4;2025-08-26 15:36:03
21;73;20,6;73;0,4;2025-08-26 15:36:08
21;73;20,6;73;0,4;2025-08-26 15:36:13
21;73;20,6;73;0,4;2025-08-26 15:36:18
21;73;20,6;73;0,4;2025-08-26 15:36:23
21;73;20,6;73;0,4;2025-08-26 15:36:28
21;73;20,6;73;0,4;2025-08-26 15:36:33
21;73;20,6;73;0,4;2025-08-26 15:36:38
21;73;20,6;73;0,4;2025-08-26 15:36:43
21;73;20,6;73;0,4;2025-08-26 15:36:48
21;73;20,6;73;0,4;2025-08-26 15:36:54
21;73;20,6;73;0,4;2025-08-26 15:36:59
21;73;20,6;74;0,4;2025-08-26 15:37:04
21;73;20,6;74;0,4;2025-08-26 15:37:09
21;73;20,6;74;0,4;2025-08-26 15:37:14
21;73;20,6;74;0,4;2025-08-26 15:37:19
21;73;20,6;74;0,4;2025-08-26 15:37:24
21;73;20,6;74;0,4;2025-08-26 15:37:29
21;73;20,6;74;0,4;2025-08-26 15:37:34
21;73;20,6;74;0,4;2025-08-26 15:37:39
21;73;20,6;74;0,4;2025-08-26 15:37:45
21;73;20,6;74;0,4;2025-08-26 15:37:50
21;73;20,6;74;0,4;2025-08-26 15:37:55
21;73;20,6;74;0,4;2025-08-26 15:38:00
21;73;20,6;74;0,4;2025-08-26 15:38:05
21;73;20,6;74;0,4;2025-08-26 15:38:10
21;73;20,6;74;0,4;2025-08-26 15:38:15
21;73;20,6;74;0,4;2025-08-26 15:38:20
21;73;20,6;74;0,4;2025-08-26 15:38:25
21;73;20,6;74;0,4;2025-08-26 15:38:30
21;73;20,6;74;0,4;2025-08-26 15:38:36
21;73;20,6;74;0,4;2025-08-26 15:38:41
21;73;20,6;74;0,4;2025-08-26 15:38:46
21;73;20,6;74;0,4;2025-08-26 15:38:51
21;73;20,6;74;0,4;2025-08-26 15:38:56
21;73;20,6;74;0,4;2025-08-26 15:39:01
21;73;20,6;74;0,4;2025-08-26 15:39:06
21;73;20,6;74;0,4;2025-08-26 15:39:11
21;73;20,6;74;0,4;2025-08-26 15:39:16
21;73;20,6;74;0,4;2025-08-26 15:39:22
21;73;20,6;74;0,4;2025-08-26 15:39:27
21;73;20,6;74;0,4;2025-08-26 15:39:32
21;73;20,6;74;0,4;2025-08-26 15:39:37
21;73;20,6;74;0,4;2025-08-26 15:39:42
21;73;20,6;74;0,4;2025-08-26 15:39:47
21;73;20,6;74;0,4;2025-08-26 15:39:52
21;73;20,6;74;0,4;2025-08-26 15:39:57
21;73;20,6;74;0,4;2025-08-26 15:40:02
21;73;20,6;74;0,4;2025-08-26 15:40:07
21;73;20,6;74;0,4;2025-08-26 15:40:13
21;73;20,6;74;0,4;2025-08-26 15:40:18
21;73;20,6;74;0,4;2025-08-26 15:40:23
21;73;20,6;74;0,4;2025-08-26 15:40:28
21;73;20,6;74;0,4;2025-08-26 15:40:33
21;73;20,6;74;0,4;2025-08-26 15:40:38
21;73;20,6;74;0,4;2025-08-26 15:40:43
21;73;20,6;74;0,4;2025-08-26 15:40:48
21;73;20,6;74;0,4;2025-08-26 15:40:53
21;73;20,6;74;0,4;2025-08-26 15:40:58
21;73;20,6;74;0,4;2025-08-26 15:41:03
21;73;20,6;74;0,4;2025-08-26 15:41:09
21;73;20,6;74;0,4;2025-08-26 15:41:14
21;73;20,6;74;0,4;2025-08-26 15:41:19
21;73;20,6;74;0,4;2025-08-26 15:41:24
21;73;20,6;74;0,4;2025-08-26 15:41:29
21;73;20,6;74;0,4;2025-08-26 15:41:34
21;73;20,6;74;0,4;2025-08-26 15:41:39
21;73;20,6;74;0,4;2025-08-26 15:41:44
21;73;20,6;74;0,4;2025-08-26 15:41:49
21;73;20,6;74;0,4;2025-08-26 15:41:54
21;73;20,6;74;0,4;2025-08-26 15:42:00
21;73;20,6;74;0,4;2025-08-26 15:42:05
21;73;20,6;74;0,4;2025-08-26 15:42:10
21;73;20,6;73;0,4;2025-08-26 15:42:15
21;73;20,6;73;0,4;2025-08-26 15:42:20
